M,Issuance province,port,Brand,Model,Year of manufacture,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,General total,Country,Shape,Fuel_Type
9331.0,,Nag Hammadi Traffic Unit,Chevrolet,Captiva,1.0,,,,,1.0,USA,SUV,Petrol
9332.0,,Nag Hammadi Traffic Unit,VIGOREY,150,,,1.0,7.0,1.0,9.0,China,Motorcycle,Petrol
9333.0,,Nag Hammadi Traffic Unit,VIGOREY,200,,,,2.0,2.0,4.0,China,Motorcycle,Petrol
9334.0,,Nag Hammadi Traffic Unit,Bajaj,Boxer,2.0,2.0,,4.0,5.0,13.0,India,Motorcycle,Electric
9335.0,,Nag Hammadi Traffic Unit,Halawa,sweetness,1.0,,,9.0,,10.0,Egypt,Motorcycle,Electric
9336.0,,Nag Hammadi Traffic Unit,Halawa,Express,,,,1.0,,1.0,Egypt,Motorcycle,Electric
9337.0,,Nag Hammadi Traffic Unit,Golden Dragon,Dragon,,,,,10.0,10.0,China,Bus,Electric
9338.0,,Nag Hammadi Traffic Unit,King Long,XMQ6500,,,,,8.0,8.0,China,Bus,Electric
9339.0,,Nag Hammadi Traffic Unit,Chery,Arrizo 5,,,,,4.0,4.0,China,Sedan,Petrol
9340.0,,Nag Hammadi Traffic Unit,Chery,Tiggo 8 Pro Max,,,,,1.0,1.0,China,SUV,Petrol
9341.0,,Nag Hammadi Traffic Unit,Chery,Chery Tiggo 4 Pro,,,,,1.0,1.0,China,SUV,Petrol
9342.0,,Nag Hammadi Traffic Unit,Chery,Tejo7,,,,,1.0,1.0,China,SUV,Petrol
9343.0,,Nag Hammadi Traffic Unit,Kia,Sportage,2.0,,,1.0,,3.0,South Korea,SUV,Petrol
9344.0,,Nag Hammadi Traffic Unit,Kia,Cerato,1.0,,,,,1.0,South Korea,Sedan,Petrol
9345.0,,Nag Hammadi Traffic Unit,Kia,k3,,1.0,,,,1.0,South Korea,Sedan,Electric
9346.0,,Nag Hammadi Traffic Unit,Nissan,Sunny,,,,,5.0,5.0,Japan,Sedan,Petrol
9347.0,,Nag Hammadi Traffic Unit,Hyundai,Elantra,,,,,3.0,3.0,South Korea,Sedan,Petrol
9348.0,,Nag Hammadi Traffic Unit,Hyundai,Elantra AD,,,,,1.0,1.0,South Korea,Sedan,Petrol
9349.0,,Nag Hammadi Traffic Unit,Hyundai,Avante,,1.0,,,,1.0,South Korea,Sedan,Electric
9350.0,,Nag Hammadi Traffic Unit,Bajaj,Boxer 150,1.0,,,1.0,1.0,3.0,India,Motorcycle,Electric
9351.0,,Nag Hammadi Traffic Unit,Bajaj,180,,,,,1.0,1.0,India,Motorcycle,Petrol
9352.0,,Nag Hammadi Traffic Unit,MG,ZS,,,1.0,,1.0,2.0,China,SUV,Petrol
9353.0,,Nag Hammadi Traffic Unit,MG,GT,,,,,1.0,1.0,China,Sedan,Petrol
9354.0,,Nag Hammadi Traffic Unit,Mitsubishi,XPANDER CROSS,,,1.0,,,1.0,Japan,Minivan,Petrol
9355.0,,Nag Hammadi Traffic Unit,Mitsubishi,XPANDER,,1.0,,,,1.0,Japan,Minivan,Petrol
9356.0,,Nag Hammadi Traffic Unit,Haval,Julian,,,,,1.0,1.0,China,SUV,Petrol
9357.0,,Nag Hammadi Traffic Unit,Haval,H6,,,,,1.0,1.0,China,SUV,Petrol
9358.0,,Nag Hammadi Traffic Unit,Higer,,,,,2.0,,2.0,China,,Electric
9359.0,,Nag Hammadi Traffic Unit,Zemex,GDQ6501/A2,,,,,2.0,2.0,China,Bus,Petrol
9360.0,,Nag Hammadi Traffic Unit,Victory,victory,,,,,2.0,2.0,China,Truck,Petrol
9361.0,,Nag Hammadi Traffic Unit,Changan,CS55 PLUS,,,,,2.0,2.0,China,SUV,Petrol
9362.0,,Nag Hammadi Traffic Unit,Peugeot,5008,,,,,1.0,1.0,France,SUV,Diesel
9363.0,,Nag Hammadi Traffic Unit,Peugeot,408,,,,,1.0,1.0,France,Sedan,Petrol
9364.0,,Nag Hammadi Traffic Unit,PNE,,,,,1.0,,1.0,China,,Petrol
9365.0,,Nag Hammadi Traffic Unit,Foton,BJ6489B1PWA,,,,,1.0,1.0,China,Van,Diesel
9366.0,,Nag Hammadi Traffic Unit,Dayun,DY6,,,,,1.0,1.0,China,Motorcycle,Petrol
9367.0,,Nag Hammadi Traffic Unit,Sinotruk,HOWOTX430,,,,,1.0,1.0,China,Truck,Petrol
9368.0,,Nag Hammadi Traffic Unit,Abaza,,,,,,1.0,1.0,Egypt,,Petrol
9369.0,,Nag Hammadi Traffic Unit,CMG,CMG,,,,1.0,,1.0,China,Motorcycle,Electric
9370.0,,Nag Hammadi Traffic Unit,Toyota,Corolla,,,,,1.0,1.0,Japan,Sedan,Petrol
9371.0,,Nag Hammadi Traffic Unit,Haojiang,,,,,1.0,,1.0,China,,Electric
9372.0,,Nag Hammadi Traffic Unit,SYM,SYM 200,,,,,1.0,1.0,Taiwan,Motorcycle,Petrol
9373.0,,Nag Hammadi Traffic Unit,SouEast,S07,,,,,1.0,1.0,China,SUV,Petrol
9374.0,,Nag Hammadi Traffic Unit,Honda,ZR-V,,,1.0,,,1.0,Japan,SUV,Petrol
9375.0,,Traffic unit only,Haojiang,,12.0,6.0,4.0,21.0,59.0,102.0,China,,Electric
9376.0,,Traffic unit only,VIGOREY,150,,,,6.0,12.0,18.0,China,Motorcycle,Petrol
9377.0,,Traffic unit only,VIGOREY,200,,,1.0,,2.0,3.0,China,Motorcycle,Petrol
9378.0,,Traffic unit only,CMG,CMG,1.0,,2.0,6.0,,9.0,China,Motorcycle,Electric
9379.0,,Traffic unit only,Chevrolet,TFR,,,,,5.0,5.0,USA,Pickup,Electric
9380.0,,Traffic unit only,Chevrolet,N P R,,,,1.0,1.0,2.0,USA,Truck,Electric
9381.0,,Traffic unit only,Chevrolet,Optra,,,,,1.0,1.0,USA,Sedan,Petrol
9382.0,,Traffic unit only,Dayun,200,,,,,3.0,3.0,China,Motorcycle,Petrol
9383.0,,Traffic unit only,Dayun,150,,1.0,,1.0,1.0,3.0,China,Motorcycle,Electric
9384.0,,Traffic unit only,Haojiang,,,,,4.0,1.0,5.0,China,,Electric
9385.0,,Traffic unit only,Toyota,Rush,,2.0,,,,2.0,Japan,SUV,Petrol
9386.0,,Traffic unit only,Toyota,Land Cruiser GXR,,,,1.0,,1.0,Japan,SUV,Petrol
9387.0,,Traffic unit only,Toyota,Hilux,,,,,1.0,1.0,Japan,Pickup,Diesel
9388.0,,Traffic unit only,Nissan,Sunny,,,,,4.0,4.0,Japan,Sedan,Petrol
9389.0,,Traffic unit only,Hyundai,Tucson NX4,,,,,2.0,2.0,South Korea,SUV,Petrol
9390.0,,Traffic unit only,Hyundai,Elantra,,,,,2.0,2.0,South Korea,Sedan,Petrol
9391.0,,Traffic unit only,Bajaj,Indian,1.0,,,,,1.0,India,Motorcycle,Electric
9392.0,,Traffic unit only,Bajaj,Boxer,,,,1.0,,1.0,India,Motorcycle,Electric
9393.0,,Traffic unit only,Bajaj,quote,,,1.0,,,1.0,India,Motorcycle,Petrol
9394.0,,Traffic unit only,Bajaj,With secret 150,,,,1.0,,1.0,India,Motorcycle,Petrol
9395.0,,Traffic unit only,Higer,,1.0,,,2.0,,3.0,China,,Electric
9396.0,,Traffic unit only,Chery,Arrizo 5,,,,,2.0,2.0,China,Sedan,Petrol
9397.0,,Traffic unit only,Chery,Tego 8,,,,,1.0,1.0,China,SUV,Petrol
9398.0,,Traffic unit only,Golden Dragon,Dragon,,,,,2.0,2.0,China,Bus,Electric
9399.0,,Traffic unit only,Haval,H6,,,,,1.0,1.0,China,SUV,Petrol
9400.0,,Traffic unit only,Peugeot,5008,,,,,1.0,1.0,France,SUV,Diesel
9401.0,,Traffic unit only,Halawa,sweetness,,,,1.0,,1.0,Egypt,Motorcycle,Electric
9402.0,,Traffic unit only,Ankai,300,,,,1.0,,1.0,China,Bus,Petrol
9403.0,,Traffic unit only,TVS,STAR HLX 150,,,,,1.0,1.0,India,Motorcycle,Petrol
9404.0,,Traffic unit only,Abaza,,,,,1.0,,1.0,Egypt,,Petrol
9405.0,,Traffic unit only,Mercedes-Benz,4048,,,,1.0,,1.0,Germany,Truck,Petrol
9406.0,,Traffic unit only,Kia,k3,1.0,,,,,1.0,South Korea,Sedan,Electric
9407.0,,Traffic unit only,Citroën,C5,,,,,1.0,1.0,France,Sedan,Electric
9408.0,,Traffic unit only,King Long,XMQ6500,,,,,1.0,1.0,China,Bus,Electric
9409.0,,Traffic unit only,Isuzu,D-MAX,,,,,1.0,1.0,Japan,Pickup,Diesel
9410.0,,Traffic unit only,Dayun,DY40,,,,1.0,,1.0,China,Motorcycle,Petrol
9411.0,,Traffic unit only,Haojiang,HJ150-11A,1.0,,,,,1.0,China,Motorcycle,Petrol
9412.0,Red Sea,Hurghada Traffic Unit,Haojiang,,,1.0,1.0,17.0,93.0,112.0,China,,Electric
9413.0,,Hurghada Traffic Unit,Chery,Arrizo 5,,,,,27.0,27.0,China,Sedan,Petrol
9414.0,,Hurghada Traffic Unit,Chery,Tejo7,,,,,7.0,7.0,China,SUV,Petrol
9415.0,,Hurghada Traffic Unit,Chery,Tego 8,,,,,7.0,7.0,China,SUV,Petrol
9416.0,,Hurghada Traffic Unit,Chery,Tiggo 7 pro max,,,,,3.0,3.0,China,SUV,Petrol
9417.0,,Hurghada Traffic Unit,Chery,Tiggo 8 Pro Max,,,,,2.0,2.0,China,SUV,Petrol
9418.0,,Hurghada Traffic Unit,Chery,Tiggo 4 Pro,,,,,2.0,2.0,China,SUV,Petrol
9419.0,,Hurghada Traffic Unit,Chery,Tigo 4,,,,,1.0,1.0,China,SUV,Petrol
9420.0,,Hurghada Traffic Unit,Higer,,1.0,,5.0,20.0,10.0,36.0,China,,Electric
9421.0,,Hurghada Traffic Unit,Toyota,Corolla,1.0,,,6.0,13.0,20.0,Japan,Sedan,Petrol
9422.0,,Hurghada Traffic Unit,Toyota,Coaster,,,,,7.0,7.0,Japan,Bus,Diesel
9423.0,,Hurghada Traffic Unit,Toyota,Fortuner,,,,,2.0,2.0,Japan,SUV,Diesel
9424.0,,Hurghada Traffic Unit,Toyota,Hayes,,,,,2.0,2.0,Japan,Van,Electric
9425.0,,Hurghada Traffic Unit,Toyota,Urban Cruiser,,,,,1.0,1.0,Japan,SUV,Petrol
9426.0,,Hurghada Traffic Unit,VIGOREY,250,,,,12.0,3.0,15.0,China,Motorcycle,Petrol
9427.0,,Hurghada Traffic Unit,VIGOREY,150,1.0,,,2.0,7.0,10.0,China,Motorcycle,Petrol
9428.0,,Hurghada Traffic Unit,VIGOREY,200,,,1.0,2.0,4.0,7.0,China,Motorcycle,Petrol
9429.0,,Hurghada Traffic Unit,Chevrolet,TFR,,,,,13.0,13.0,USA,Pickup,Electric
9430.0,,Hurghada Traffic Unit,Chevrolet,Optra,,,,,11.0,11.0,USA,Sedan,Petrol
9431.0,,Hurghada Traffic Unit,Chevrolet,N P R,,,,,5.0,5.0,USA,Truck,Electric
9432.0,,Hurghada Traffic Unit,Chevrolet,NQR 71,,,,,1.0,1.0,USA,Truck,Petrol
9433.0,,Hurghada Traffic Unit,Nissan,Sunny,,,,,18.0,18.0,Japan,Sedan,Petrol
9434.0,,Hurghada Traffic Unit,Nissan,Centra,,,,,6.0,6.0,Japan,Sedan,Petrol
9435.0,,Hurghada Traffic Unit,Nissan,Navara,,,,,2.0,2.0,Japan,Pickup,Diesel
9436.0,,Hurghada Traffic Unit,MG,5,,,,1.0,8.0,9.0,China,Sedan,Electric
9437.0,,Hurghada Traffic Unit,MG,ZS,,,,,5.0,5.0,China,SUV,Petrol
9438.0,,Hurghada Traffic Unit,MG,HS,,,,1.0,3.0,4.0,China,SUV,Petrol
9439.0,,Hurghada Traffic Unit,MG,RX5,,,,,2.0,2.0,China,SUV,Petrol
9440.0,,Hurghada Traffic Unit,MG,one,,,,,2.0,2.0,China,SUV,Petrol
9441.0,,Hurghada Traffic Unit,MG,rx8,,1.0,,,,1.0,China,SUV,Petrol
9442.0,,Hurghada Traffic Unit,MG,7,,,,,1.0,1.0,China,Sedan,Petrol
9443.0,,Hurghada Traffic Unit,Dayun,150,,,,6.0,6.0,12.0,China,Motorcycle,Electric
9444.0,,Hurghada Traffic Unit,Dayun,200,,,,,8.0,8.0,China,Motorcycle,Petrol
9445.0,,Hurghada Traffic Unit,Dayun,DY300,,,,,2.0,2.0,China,Motorcycle,Petrol
9446.0,,Hurghada Traffic Unit,Hyundai,Elantra,,,,,8.0,8.0,South Korea,Sedan,Petrol
9447.0,,Hurghada Traffic Unit,Hyundai,Tucson,,,,1.0,2.0,3.0,South Korea,SUV,Petrol
9448.0,,Hurghada Traffic Unit,Hyundai,Tucson NX4,,,,,3.0,3.0,South Korea,SUV,Petrol
9449.0,,Hurghada Traffic Unit,Hyundai,Accent,,,,,3.0,3.0,South Korea,Sedan,Petrol
9450.0,,Hurghada Traffic Unit,Hyundai,Elantra AD,,,,,3.0,3.0,South Korea,Sedan,Petrol
9451.0,,Hurghada Traffic Unit,Hyundai,Creta,,1.0,,,,1.0,South Korea,SUV,Petrol
9452.0,,Hurghada Traffic Unit,Hyundai,I 30,,,,,1.0,1.0,South Korea,Hatchback,Petrol
9453.0,,Hurghada Traffic Unit,Yamaha,YFM350A,,20.0,,,,20.0,Japan,Motorcycle,Petrol
9454.0,,Hurghada Traffic Unit,Keeway,,,,,14.0,3.0,17.0,China,,Petrol
9455.0,,Hurghada Traffic Unit,Škoda,Kodiak,,,1.0,3.0,5.0,9.0,Czech Republic,SUV,Petrol
9456.0,,Hurghada Traffic Unit,Škoda,Octavia,,,,,2.0,2.0,Czech Republic,Sedan,Electric
9457.0,,Hurghada Traffic Unit,Škoda,Super B,,,,,2.0,2.0,Czech Republic,Sedan,Petrol
9458.0,,Hurghada Traffic Unit,Škoda,Karok,,,,,1.0,1.0,Czech Republic,SUV,Petrol
9459.0,,Hurghada Traffic Unit,Mitsubishi,XPANDER,,,,,8.0,8.0,Japan,Minivan,Petrol
9460.0,,Hurghada Traffic Unit,Mitsubishi,XPANDER CROSS,,,,1.0,,1.0,Japan,Minivan,Petrol
9461.0,,Hurghada Traffic Unit,Mitsubishi,Eclipse Cross,,,,1.0,,1.0,Japan,SUV,Petrol
9462.0,,Hurghada Traffic Unit,Mitsubishi,ECLIPSE,,,,1.0,,1.0,Japan,Coupe,Petrol
9463.0,,Hurghada Traffic Unit,Mitsubishi,Atraj,,,,1.0,,1.0,Japan,Sedan,Petrol
9464.0,,Hurghada Traffic Unit,Mercedes-Benz,V-Class,,,,4.0,,4.0,Germany,Van,Petrol
9465.0,,Hurghada Traffic Unit,Mercedes-Benz,GLE450,,,,2.0,,2.0,Germany,SUV,Petrol
9466.0,,Hurghada Traffic Unit,Mercedes-Benz,MCV 600,,,,,2.0,2.0,Germany,Bus,Petrol
9467.0,,Hurghada Traffic Unit,Mercedes-Benz,GLA200,,,1.0,,1.0,2.0,Germany,SUV,Petrol
9468.0,,Hurghada Traffic Unit,Mercedes-Benz,C200,,,,,1.0,1.0,Germany,Sedan,Petrol
9469.0,,Hurghada Traffic Unit,Mercedes-Benz,glc300,,,,,1.0,1.0,Germany,SUV,Petrol
9470.0,,Hurghada Traffic Unit,Gator,X70 FL,,,,,3.0,3.0,USA,SUV,Petrol
9471.0,,Hurghada Traffic Unit,Gator,Dashing,,,,,1.0,1.0,USA,SUV,Petrol
9472.0,,Hurghada Traffic Unit,Gator,X90 PLUS,,,,,1.0,1.0,USA,SUV,Petrol
9473.0,,Hurghada Traffic Unit,Gator,T-2,,,,,1.0,1.0,USA,SUV,Petrol
9474.0,,Hurghada Traffic Unit,Gator,DASHING,,,,,1.0,1.0,USA,SUV,Petrol
9475.0,,Hurghada Traffic Unit,Gator,T1,,,,,1.0,1.0,USA,SUV,Petrol
9476.0,,Hurghada Traffic Unit,Volkswagen,Tiguan,,,,,4.0,4.0,Germany,SUV,Petrol
9477.0,,Hurghada Traffic Unit,Volkswagen,TAYRON,,,,,3.0,3.0,Germany,SUV,Diesel
9478.0,,Hurghada Traffic Unit,Renault,Duster,,,,,2.0,2.0,France,SUV,Petrol
9479.0,,Hurghada Traffic Unit,Renault,Taliant,,,,,2.0,2.0,France,Sedan,Petrol
9480.0,,Hurghada Traffic Unit,Renault,Megan,,,,,1.0,1.0,France,Sedan,Petrol
9481.0,,Hurghada Traffic Unit,Renault,AUSTRAL,,,,,1.0,1.0,France,SUV,Petrol
9482.0,,Hurghada Traffic Unit,SouEast,S05,,,,,2.0,2.0,China,SUV,Petrol
9483.0,,Hurghada Traffic Unit,SouEast,S09,,,,,2.0,2.0,China,SUV,Petrol
9484.0,,Hurghada Traffic Unit,SouEast,S07,,,,,1.0,1.0,China,SUV,Petrol
9485.0,,Hurghada Traffic Unit,Peugeot,408,,,,,3.0,3.0,France,Sedan,Petrol
9486.0,,Hurghada Traffic Unit,Peugeot,3008,,1.0,,,1.0,2.0,France,SUV,Petrol
9487.0,,Hurghada Traffic Unit,JAC,js2,,,,,5.0,5.0,China,SUV,Electric
9488.0,,Hurghada Traffic Unit,Kia,Sportage,,,,2.0,3.0,5.0,South Korea,SUV,Petrol
9489.0,,Hurghada Traffic Unit,JAC,Js2 smart,,,,,4.0,4.0,China,SUV,Electric
9490.0,,Hurghada Traffic Unit,MG,G50 plus,,,,,1.0,1.0,China,Minivan,Petrol
9491.0,,Hurghada Traffic Unit,MG,RX5,,,,,1.0,1.0,China,SUV,Petrol
9492.0,,Hurghada Traffic Unit,MG,GT,,,,1.0,,1.0,China,Sedan,Petrol
9493.0,,Hurghada Traffic Unit,MG,MG5,,,,,1.0,1.0,China,Sedan,Petrol
9494.0,,Hurghada Traffic Unit,Citroën,C5,,,,,2.0,2.0,France,Sedan,Electric
9495.0,,Hurghada Traffic Unit,Citroën,C4X,,,,1.0,,1.0,France,Sedan,Petrol
9496.0,,Hurghada Traffic Unit,KYC,V3,,,,,3.0,3.0,China,Pickup,Petrol
9497.0,,Hurghada Traffic Unit,Shineray,x30,,,,,3.0,3.0,China,Van,Petrol
9498.0,,Hurghada Traffic Unit,Haojiang,,,,,2.0,1.0,3.0,China,,Electric
9499.0,,Hurghada Traffic Unit,BMW,218,,,,,1.0,1.0,Germany,Sedan,Petrol
9500.0,,Hurghada Traffic Unit,BMW,i3,,,1.0,,,1.0,Germany,Sedan,Electric
9501.0,,Hurghada Traffic Unit,BMW,320I,,,,,1.0,1.0,Germany,Sedan,Petrol
9502.0,,Hurghada Traffic Unit,Haval,H7,,,,,2.0,2.0,China,SUV,Petrol
9503.0,,Hurghada Traffic Unit,Bajaj,With secret 150,,,,1.0,,1.0,India,Motorcycle,Petrol
9504.0,,Hurghada Traffic Unit,Bajaj,150,,,,,1.0,1.0,India,Motorcycle,Electric
9505.0,,Hurghada Traffic Unit,Deepal,S05,,,,,1.0,1.0,China,SUV,Electric
9506.0,,Hurghada Traffic Unit,Deepal,G318,,,1.0,,,1.0,China,SUV,Electric
9507.0,,Hurghada Traffic Unit,Cobra,TERRAMAR,,,,1.0,1.0,2.0,China,SUV,Petrol
9508.0,,Hurghada Traffic Unit,GAC,GS4 MAX,,,,,2.0,2.0,China,SUV,Petrol
9509.0,,Hurghada Traffic Unit,Opel,Mocha,,,,,1.0,1.0,Germany,SUV,Petrol
9510.0,,Hurghada Traffic Unit,Opel,Grandland,,,,,1.0,1.0,Germany,SUV,Petrol
9511.0,,Hurghada Traffic Unit,BYD,SONG L,,,,2.0,,2.0,China,SUV,Electric
9512.0,,Hurghada Traffic Unit,Changan,CS55 PLUS,,,,,2.0,2.0,China,SUV,Petrol
9513.0,,Hurghada Traffic Unit,Volvo,b11r,,,,,2.0,2.0,Sweden,Bus,Diesel
9514.0,,Hurghada Traffic Unit,El masreya,,,,,2.0,,2.0,Egypt,,Petrol
9515.0,,Hurghada Traffic Unit,SEAT,Leon,,,,,1.0,1.0,Spain,Hatchback,Petrol
9516.0,,Hurghada Traffic Unit,SEAT,Aruna,,,,,1.0,1.0,Spain,SUV,Petrol
9517.0,,Hurghada Traffic Unit,Jieda,,,,1.0,,1.0,2.0,China,,Petrol
9518.0,,Hurghada Traffic Unit,Halawa,Express,,,,1.0,,1.0,Egypt,Motorcycle,Electric
9519.0,,Hurghada Traffic Unit,Halawa,HAL150-S30,,,,1.0,,1.0,Egypt,Motorcycle,Petrol
9520.0,,Hurghada Traffic Unit,Senke,,,,,,2.0,2.0,China,,Petrol
9521.0,,Hurghada Traffic Unit,Foton,BJ6489B1PWA,,,,,2.0,2.0,China,Van,Diesel
9522.0,,Hurghada Traffic Unit,Benelli,BENELLI,,,,2.0,,2.0,China,Motorcycle,Electric
9523.0,,Hurghada Traffic Unit,SYM,SYM 200,,,,1.0,,1.0,Taiwan,Motorcycle,Petrol
9524.0,,Hurghada Traffic Unit,Jiangnan,,,,,,1.0,1.0,China,,Petrol
9525.0,,Hurghada Traffic Unit,Haval,H6,,,,,1.0,1.0,China,SUV,Petrol
9526.0,,Hurghada Traffic Unit,Abaza,,,,,,1.0,1.0,Egypt,,Petrol
9527.0,,Hurghada Traffic Unit,Changan,cs55,,,,,1.0,1.0,China,SUV,Electric
9528.0,,Hurghada Traffic Unit,Alfa Romeo,Julia,,,,1.0,,1.0,Italy,Sedan,Petrol
9529.0,,Hurghada Traffic Unit,TVS,STAR HLX 150,,,,1.0,,1.0,India,Motorcycle,Petrol
9530.0,,Hurghada Traffic Unit,SRM,srm250,1.0,,,,,1.0,China,Motorcycle,Petrol
9531.0,,Hurghada Traffic Unit,Bajaj,150,,,,,1.0,1.0,India,Motorcycle,Electric
9532.0,,Hurghada Traffic Unit,Proton,Saga,,,,,1.0,1.0,Malaysia,Sedan,Petrol
9533.0,,Hurghada Traffic Unit,Ankai,300,,,,1.0,,1.0,China,Bus,Petrol
9534.0,,Hurghada Traffic Unit,DFSK,E5 PLUS,,,,,1.0,1.0,China,SUV,Electric
9535.0,,Hurghada Traffic Unit,Yutong,C12 PRO,,,,1.0,,1.0,China,Bus,Diesel
9536.0,,Hurghada Traffic Unit,Jnen,,,,,,1.0,1.0,China,,Petrol
9537.0,,Hurghada Traffic Unit,Honda,CRV,,,,1.0,,1.0,Japan,SUV,Petrol
9538.0,,Hurghada Traffic Unit,Isuzu,NPR6SN,,1.0,,,,1.0,Japan,Truck,Diesel
9539.0,,Hurghada Traffic Unit,King Long,XMQ6500,,,,,1.0,1.0,China,Bus,Electric
9540.0,,Hurghada Traffic Unit,Geely,M Grand,,,,,1.0,1.0,China,Sedan,Petrol
9541.0,,Hurghada Traffic Unit,Fiat,x500,,,,,1.0,1.0,Italy,SUV,Petrol
9542.0,,Hurghada Traffic Unit,Shineray,x30,,,,,1.0,1.0,China,Van,Petrol
9543.0,,Hurghada Traffic Unit,BAIC,BJ30e,,,,1.0,,1.0,China,SUV,Electric
9544.0,,Hurghada Traffic Unit,Dayun,DY200,,,,,1.0,1.0,China,Motorcycle,Petrol
9545.0,,Hurghada Traffic Unit,Li Auto,L6,,,,1.0,,1.0,China,SUV,Electric
9546.0,,Hurghada Traffic Unit,KGM,ACTYON,,,,,1.0,1.0,South Korea,SUV,Petrol
9547.0,,Hurghada Traffic Unit,Avatr,12,,,,1.0,,1.0,China,Sedan,Electric
9548.0,,Hurghada Traffic Unit,BAIC,U5 PLUS,,,,,1.0,1.0,China,Sedan,Petrol
9549.0,,Safaga Traffic Unit,Haojiang,,1.0,,,11.0,36.0,48.0,China,,Electric
9550.0,,Safaga Traffic Unit,VIGOREY,250,,,,2.0,2.0,4.0,China,Motorcycle,Petrol
9551.0,,Safaga Traffic Unit,VIGOREY,200,,,,1.0,,1.0,China,Motorcycle,Petrol
9552.0,,Safaga Traffic Unit,Chery,Tiggo 4 Pro,,,,,2.0,2.0,China,SUV,Petrol
9553.0,,Safaga Traffic Unit,Chery,Tiggo 7 pro max,,,,,1.0,1.0,China,SUV,Petrol
9554.0,,Safaga Traffic Unit,Chery,Arrizo 5,,,,,1.0,1.0,China,Sedan,Petrol
9555.0,,Safaga Traffic Unit,Chevrolet,TFR,,,,,2.0,2.0,USA,Pickup,Electric
9556.0,,Safaga Traffic Unit,Chevrolet,Optra,,,,,1.0,1.0,USA,Sedan,Petrol
9557.0,,Safaga Traffic Unit,Nissan,Sunny,,,,,3.0,3.0,Japan,Sedan,Petrol
9558.0,,Safaga Traffic Unit,MG,HS,,,,,1.0,1.0,China,SUV,Petrol
9559.0,,Safaga Traffic Unit,MG,ZS,,,,,1.0,1.0,China,SUV,Petrol
9560.0,,Safaga Traffic Unit,MG,RX5,,1.0,,,,1.0,China,SUV,Petrol
9561.0,,Safaga Traffic Unit,Dayun,150,,,,,2.0,2.0,China,Motorcycle,Electric
9562.0,,Safaga Traffic Unit,SYM,Scooter,,,,,1.0,1.0,Taiwan,Motorcycle,Electric
9563.0,,Safaga Traffic Unit,SYM,SYM 200,,,,1.0,,1.0,Taiwan,Motorcycle,Petrol
9564.0,,Safaga Traffic Unit,CMG,CMG,,,,1.0,,1.0,China,Motorcycle,Electric
9565.0,,Safaga Traffic Unit,Suzuki,SK1000,,,,,1.0,1.0,Japan,Truck,Petrol
9566.0,,Safaga Traffic Unit,SouEast,S06,,,,,1.0,1.0,China,SUV,Petrol
9567.0,,Safaga Traffic Unit,Isuzu,D-MAX,,,,,1.0,1.0,Japan,Pickup,Diesel
9568.0,,Safaga Traffic Unit,Li Auto,L9,,,,1.0,,1.0,China,SUV,Electric
9569.0,,Safaga Traffic Unit,Gator,T-2,,,,,1.0,1.0,USA,SUV,Petrol
9570.0,,Safaga Traffic Unit,Keeway,,,,,,1.0,1.0,China,,Petrol
9571.0,,Safaga Traffic Unit,JAC,JS6,,,,,1.0,1.0,China,SUV,Electric
9572.0,,Safaga Traffic Unit,Mitsubishi,XPANDER CROSS,,,,1.0,,1.0,Japan,Minivan,Petrol
9573.0,,Safaga Traffic Unit,Volkan,hammer,,,,1.0,,1.0,China,Motorcycle,Petrol
9574.0,,Safaga Traffic Unit,Shineray,x30,,,,,1.0,1.0,China,Van,Petrol
9575.0,,Safaga Traffic Unit,Hyundai,Elantra AD,,,,,1.0,1.0,South Korea,Sedan,Petrol
9576.0,,Safaga Traffic Unit,Haojiang,,,,,1.0,,1.0,China,,Electric
9577.0,,Safaga Traffic Unit,Abaza,,,,,,1.0,1.0,Egypt,,Petrol
9578.0,,Safaga Traffic Unit,BMW,X5,,,,,1.0,1.0,Germany,SUV,Petrol
9579.0,,Safaga Traffic Unit,BAIC,U5 PLUS,,,,,1.0,1.0,China,Sedan,Petrol
9580.0,,Safaga Traffic Unit,Škoda,Kodiak,,,,1.0,,1.0,Czech Republic,SUV,Petrol
9581.0,,Al-Qusayr Traffic Unit,Haojiang,,,1.0,,11.0,35.0,47.0,China,,Electric
9582.0,,Al-Qusayr Traffic Unit,Hyundai,Elantra,,,,,5.0,5.0,South Korea,Sedan,Petrol
9583.0,,Al-Qusayr Traffic Unit,Hyundai,Accent,,,,,1.0,1.0,South Korea,Sedan,Petrol
9584.0,,Al-Qusayr Traffic Unit,Hyundai,Elantra cn7,,,,1.0,,1.0,South Korea,Sedan,Petrol
9585.0,,Al-Qusayr Traffic Unit,Hyundai,Elantra AD,,,,,1.0,1.0,South Korea,Sedan,Petrol
9586.0,,Al-Qusayr Traffic Unit,Chery,Tiggo 7 pro max,,,,,2.0,2.0,China,SUV,Petrol
9587.0,,Al-Qusayr Traffic Unit,Chery,Tejo7,,,,,1.0,1.0,China,SUV,Petrol
9588.0,,Al-Qusayr Traffic Unit,Chery,Tiggo 4 Pro,,,,,1.0,1.0,China,SUV,Petrol
9589.0,,Al-Qusayr Traffic Unit,Chery,Tego 8,,,,,1.0,1.0,China,SUV,Petrol
